64.536583:0.000537 236.634140:0.004686 387.219513:0.000646 473.268280:0.000779 645.365845:0.000176 688.390259:0.000181 882.000000:0.000052 946.536560:0.000060 1032.585327:0.000015 1097.121948:0.000021 1204.682983:0.000020 1419.804932:0.000015 4711.170898:0.000011 9572.926758:0.000012 9788.048828:0.000012 10067.707031:0.000015 
21.512196:0.012496 150.585373:0.185290 322.682922:0.121836 473.268280:0.067154 645.365845:0.095557 795.951233:0.164277 946.536560:0.324597 1118.634155:0.425620 1269.219482:0.258907 1419.804932:0.059657 1570.390259:0.022608 1742.487793:0.008857 3097.756104:0.007376 3205.317139:0.009277 3248.341553:0.008930 3291.365967:0.005831 
21.512196:0.010693 150.585373:0.192514 322.682922:0.116446 473.268280:0.069694 623.853638:0.100914 774.439026:0.156126 946.536560:0.348479 1097.121948:0.464304 1247.707275:0.308320 1398.292725:0.068398 1548.878052:0.024517 1720.975586:0.010579 3097.756104:0.008265 3183.804932:0.009149 3248.341553:0.007682 3764.634033:0.007698 
150.585373:0.194998 301.170746:0.116741 473.268280:0.063787 623.853638:0.097045 774.439026:0.171138 925.024414:0.342419 1075.609741:0.441680 1247.707275:0.321238 1398.292725:0.070506 1548.878052:0.026920 1699.463379:0.011971 3097.756104:0.008360 3183.804932:0.009275 3420.438965:0.007840 3614.048828:0.007000 3764.634033:0.008405 
150.585373:0.194396 301.170746:0.125071 451.756104:0.066429 602.341492:0.083012 774.439026:0.151277 925.024414:0.326166 1075.609741:0.468293 1226.195068:0.365306 1376.780518:0.084268 1527.365845:0.029113 1677.951172:0.013465 3183.804932:0.009020 3312.877930:0.007225 3420.438965:0.010332 3764.634033:0.007966 4108.829102:0.008688 
21.512196:0.010036 150.585373:0.192660 301.170746:0.128851 451.756104:0.069289 602.341492:0.088163 752.926819:0.164847 903.512207:0.313075 1054.097534:0.453806 1204.682983:0.362452 1355.268311:0.097102 1505.853638:0.029726 1656.438965:0.013645 3119.268311:0.009035 3183.804932:0.008510 3420.438965:0.012002 4108.829102:0.009833 
21.512196:0.010501 150.585373:0.190222 301.170746:0.129315 451.756104:0.068460 602.341492:0.083938 752.926819:0.163676 903.512207:0.308047 1054.097534:0.462632 1204.682983:0.390334 1355.268311:0.100932 1484.341431:0.029951 1634.926880:0.013841 3119.268311:0.011443 3226.829346:0.008874 3269.853760:0.008371 3420.438965:0.011935 
21.512196:0.011214 150.585373:0.187029 301.170746:0.126990 451.756104:0.064658 602.341492:0.073221 731.414612:0.146736 882.000000:0.272235 1032.585327:0.436956 1183.170776:0.397035 1333.756104:0.125217 1484.341431:0.034420 1634.926880:0.015477 3119.268311:0.011822 3226.829346:0.012252 3355.902344:0.009743 3420.438965:0.009103 
150.585373:0.183440 301.170746:0.122320 430.243896:0.058030 580.829285:0.077203 731.414612:0.163697 882.000000:0.283869 1032.585327:0.443681 1183.170776:0.391491 1312.243896:0.131133 1462.829224:0.036954 1613.414673:0.017504 1764.000000:0.008465 3119.268311:0.010553 3226.829346:0.014398 3355.902344:0.012637 4022.780518:0.006888 
86.048782:0.009795 150.585373:0.180002 301.170746:0.115710 430.243896:0.062398 580.829285:0.078388 731.414612:0.162144 882.000000:0.248849 1011.073181:0.416331 1161.658569:0.412975 1312.243896:0.148908 1441.317017:0.036027 1591.902466:0.019259 1742.487793:0.009360 3205.317139:0.015024 3355.902344:0.012561 4044.292725:0.009211 
150.585373:0.176786 279.658539:0.117692 430.243896:0.064674 580.829285:0.074519 731.414612:0.145207 860.487793:0.257023 1011.073181:0.447767 1161.658569:0.401741 1290.731689:0.157019 1441.317017:0.041180 1591.902466:0.019525 1720.975586:0.008780 3226.829346:0.012378 3269.853760:0.009653 3334.390137:0.012345 4044.292725:0.010718 
150.585373:0.173264 279.658539:0.124427 430.243896:0.065283 580.829285:0.067513 709.902466:0.159038 860.487793:0.260601 1011.073181:0.407383 1140.146362:0.396325 1290.731689:0.172329 1441.317017:0.037962 1570.390259:0.018564 1720.975586:0.009648 3162.292725:0.011598 3291.365967:0.012232 3334.390137:0.009653 4044.292725:0.011108 
150.585373:0.170018 279.658539:0.129468 430.243896:0.064869 559.317078:0.065888 709.902466:0.170624 860.487793:0.240320 989.560974:0.419852 1140.146362:0.400456 1290.731689:0.153928 1419.804932:0.040446 1570.390259:0.018637 1699.463379:0.008786 3162.292725:0.012324 3269.853760:0.014786 3936.731689:0.007455 4044.292725:0.010570 
150.585373:0.168271 279.658539:0.133760 430.243896:0.063926 559.317078:0.071835 709.902466:0.175219 838.975586:0.235612 989.560974:0.436088 1140.146362:0.352273 1269.219482:0.158493 1419.804932:0.037962 1570.390259:0.015248 1699.463379:0.009672 3162.292725:0.009420 3269.853760:0.014334 3936.731689:0.006917 4044.292725:0.009305 
150.585373:0.168530 279.658539:0.137914 430.243896:0.062429 559.317078:0.077559 709.902466:0.174448 838.975586:0.256788 989.560974:0.415941 1118.634155:0.340237 1269.219482:0.155090 1398.292725:0.031158 1548.878052:0.016093 1699.463379:0.008477 3291.365967:0.010923 3377.414551:0.007589 3958.243896:0.006673 4044.292725:0.007292 
43.024391:0.006089 150.585373:0.170715 279.658539:0.141578 430.243896:0.061150 559.317078:0.083309 709.902466:0.168723 838.975586:0.267350 989.560974:0.370012 1118.634155:0.342267 1269.219482:0.138166 1398.292725:0.032994 1548.878052:0.014464 1677.951172:0.008317 3226.829346:0.005731 3291.365967:0.008610 3377.414551:0.007682 
21.512196:0.007179 150.585373:0.172654 279.658539:0.143748 408.731720:0.065157 559.317078:0.087803 623.853638:0.006314 688.390259:0.187639 838.975586:0.266538 968.048767:0.389831 1118.634155:0.315278 1247.707275:0.124714 1398.292725:0.031936 1527.365845:0.013337 1677.951172:0.008488 3054.731689:0.006194 3377.414551:0.007103 
21.512196:0.008578 129.073166:0.177274 279.658539:0.144303 408.731720:0.071049 559.317078:0.091176 688.390259:0.206562 838.975586:0.254754 968.048767:0.405253 1118.634155:0.264668 1247.707275:0.124182 1398.292725:0.027444 1527.365845:0.013402 1677.951172:0.007660 3054.731689:0.006505 3355.902344:0.007144 4302.438965:0.005838 
64.536583:0.007572 129.073166:0.181185 279.658539:0.144194 408.731720:0.076717 559.317078:0.094238 688.390259:0.220249 817.463440:0.249996 968.048767:0.398956 1097.121948:0.259793 1247.707275:0.109581 1376.780518:0.024915 1527.365845:0.011678 1656.438965:0.007176 3054.731689:0.005646 3377.414551:0.006435 3958.243896:0.005284 
21.512196:0.007875 129.073166:0.182868 279.658539:0.144953 408.731720:0.082535 559.317078:0.098138 688.390259:0.228284 752.926819:0.010397 817.463440:0.269771 968.048767:0.378668 1097.121948:0.250986 1247.707275:0.089582 1376.780518:0.023197 1527.365845:0.009265 1656.438965:0.006749 3377.414551:0.005454 3958.243896:0.006491 
43.024391:0.009644 129.073166:0.184597 279.658539:0.147464 408.731720:0.088797 559.317078:0.102365 688.390259:0.231653 817.463440:0.278238 968.048767:0.354281 1097.121948:0.231440 1247.707275:0.071019 1376.780518:0.020668 1505.853638:0.007400 1656.438965:0.005877 3312.877930:0.004199 3958.243896:0.005894 7981.024414:0.005033 
43.024391:0.011685 129.073166:0.186708 279.658539:0.150298 408.731720:0.094432 537.804871:0.110796 688.390259:0.231384 817.463440:0.277304 968.048767:0.330739 1097.121948:0.209056 1226.195068:0.057176 1376.780518:0.017867 1505.853638:0.006456 1656.438965:0.004985 3441.951172:0.004591 3936.731689:0.005787 4001.268311:0.006242 
43.024391:0.011359 129.073166:0.189116 279.658539:0.151418 408.731720:0.098548 537.804871:0.117813 688.390259:0.226568 817.463440:0.270399 968.048767:0.306682 1097.121948:0.188231 1226.195068:0.051221 1376.780518:0.014832 1505.853638:0.005601 1656.438965:0.004126 3441.951172:0.004902 3936.731689:0.005137 4001.268311:0.006394 
43.024391:0.012875 129.073166:0.189356 279.658539:0.149061 408.731720:0.099973 537.804871:0.122798 688.390259:0.213638 817.463440:0.258631 968.048767:0.272864 1097.121948:0.168243 1226.195068:0.046961 1376.780518:0.011622 1505.853638:0.004665 3269.853760:0.003998 3420.438965:0.004712 3463.463379:0.004484 4001.268311:0.005882 
64.536583:0.011436 129.073166:0.187412 279.658539:0.141142 408.731720:0.097543 537.804871:0.124967 688.390259:0.183908 817.463440:0.231524 946.536560:0.266691 1097.121948:0.138377 1226.195068:0.040996 1355.268311:0.010779 3269.853760:0.003867 3420.438965:0.004401 3463.463379:0.004419 3549.512207:0.003958 4001.268311:0.005222 
64.536583:0.010016 129.073166:0.182691 279.658539:0.126768 408.731720:0.089412 537.804871:0.119720 666.878052:0.177617 817.463440:0.183394 946.536560:0.233649 1075.609741:0.136743 1204.682983:0.031100 1355.268311:0.008216 3269.853760:0.003421 3420.438965:0.004046 3463.463379:0.003523 4001.268311:0.004488 7830.438965:0.003571 
64.536583:0.008673 129.073166:0.173543 258.146332:0.127383 408.731720:0.077722 537.804871:0.105884 666.878052:0.165849 795.951233:0.187430 925.024414:0.195610 1075.609741:0.122344 1183.170776:0.029833 1333.756104:0.008307 1376.780518:0.005340 3205.317139:0.003391 3291.365967:0.003668 3420.438965:0.003922 4001.268311:0.003714 
43.024391:0.008935 129.073166:0.155633 193.609756:0.011544 258.146332:0.118617 387.219513:0.072142 516.292664:0.089441 666.878052:0.135100 795.951233:0.161262 925.024414:0.190627 1054.097534:0.123413 1183.170776:0.032530 1247.707275:0.014487 1312.243896:0.009646 1376.780518:0.004456 3291.365967:0.004002 3420.438965:0.003846 
129.073166:0.125635 258.146332:0.096953 408.731720:0.060925 516.292664:0.077335 645.365845:0.120003 795.951233:0.121596 925.024414:0.160111 1054.097534:0.109205 1118.634155:0.006482 1183.170776:0.028566 1247.707275:0.012784 1312.243896:0.008639 3205.317139:0.002735 3291.365967:0.003618 3420.438965:0.003230 7808.926758:0.002478 
129.073166:0.087065 258.146332:0.067449 408.731720:0.050345 516.292664:0.052806 645.365845:0.093259 752.926819:0.071522 795.951233:0.087165 925.024414:0.123433 1054.097534:0.085528 1183.170776:0.020423 1333.756104:0.007517 1462.829224:0.001991 3291.365967:0.002808 3398.926758:0.002287 3979.756104:0.002015 7808.926758:0.002033 
129.073166:0.048553 258.146332:0.038391 344.195129:0.018731 408.731720:0.033407 494.780487:0.035734 559.317078:0.020040 645.365845:0.062139 731.414612:0.063519 795.951233:0.060821 882.000000:0.031389 946.536560:0.104752 1075.609741:0.073907 1183.170776:0.013092 1333.756104:0.005530 3269.853760:0.001878 3979.756104:0.001670 
129.073166:0.019941 258.146332:0.016626 344.195129:0.013658 387.219513:0.016219 430.243896:0.023992 494.780487:0.020624 559.317078:0.013248 645.365845:0.037006 731.414612:0.054661 795.951233:0.045554 882.000000:0.021526 946.536560:0.098985 1011.073181:0.017489 1075.609741:0.064140 1140.146362:0.006045 1183.170776:0.007227 
64.536583:0.004072 129.073166:0.006585 193.609756:0.006886 258.146332:0.006310 365.707306:0.013329 451.756104:0.018848 494.780487:0.011053 537.804871:0.013535 645.365845:0.021188 731.414612:0.041161 774.439026:0.038498 838.975586:0.013398 946.536560:0.078060 1011.073181:0.020236 1075.609741:0.050358 1140.146362:0.005594 
21.512196:0.001272 172.097565:0.007228 258.146332:0.004343 344.195129:0.008408 451.756104:0.009598 494.780487:0.009212 537.804871:0.018294 666.878052:0.012504 709.902466:0.029777 774.439026:0.029826 882.000000:0.023389 946.536560:0.053152 1011.073181:0.021487 1075.609741:0.035061 1140.146362:0.006412 1247.707275:0.001786 
172.097565:0.013157 322.682922:0.006844 387.219513:0.006560 537.804871:0.019180 666.878052:0.010997 709.902466:0.024389 795.951233:0.019532 882.000000:0.023825 946.536560:0.030222 1075.609741:0.020800 1247.707275:0.001625 3248.341553:0.000338 3312.877930:0.000594 3463.463379:0.000762 7873.463379:0.000311 8110.097656:0.000297 
172.097565:0.017242 322.682922:0.006226 516.292664:0.019395 709.902466:0.017854 882.000000:0.017542 925.024414:0.014464 1032.585327:0.016639 1183.170776:0.000944 1226.195068:0.001520 1355.268311:0.000276 1484.341431:0.000199 3334.390137:0.000352 3441.951172:0.000528 4280.926758:0.000191 7894.975586:0.000220 8131.609863:0.000178 
172.097565:0.017383 344.195129:0.005591 516.292664:0.020139 580.829285:0.004627 688.390259:0.013689 795.951233:0.004965 882.000000:0.012752 1032.585327:0.013875 1118.634155:0.003017 1226.195068:0.001152 1355.268311:0.000280 1548.878052:0.000149 3312.877930:0.000149 3441.951172:0.000332 4280.926758:0.000170 7894.975586:0.000141 
43.024391:0.000354 86.048782:0.001229 172.097565:0.013581 236.634140:0.001643 279.658539:0.001024 344.195129:0.004504 516.292664:0.014846 580.829285:0.002325 623.853638:0.001714 688.390259:0.009975 795.951233:0.001552 860.487793:0.007074 946.536560:0.003940 1032.585327:0.008704 1118.634155:0.000941 1226.195068:0.000799 
172.097565:0.007997 344.195129:0.002645 537.804871:0.009817 688.390259:0.005477 795.951233:0.001054 860.487793:0.003726 946.536560:0.003131 1032.585327:0.005678 1118.634155:0.000622 1183.170776:0.000473 1226.195068:0.000423 1333.756104:0.000170 1570.390259:0.000074 1656.438965:0.000063 3269.853760:0.000068 3441.951172:0.000089 
172.097565:0.003546 344.195129:0.001305 387.219513:0.001321 473.268280:0.003553 537.804871:0.007080 666.878052:0.002484 774.439026:0.000877 860.487793:0.001474 946.536560:0.002141 1032.585327:0.003448 1161.658569:0.000295 1226.195068:0.000217 1290.731689:0.000094 1355.268311:0.000082 1398.292725:0.000048 3269.853760:0.000046 
21.512196:0.000239 172.097565:0.001033 344.195129:0.000511 387.219513:0.000947 473.268280:0.001718 537.804871:0.004975 623.853638:0.000759 666.878052:0.001142 731.414612:0.000483 817.463440:0.000699 882.000000:0.000784 946.536560:0.001442 1032.585327:0.001886 1097.121948:0.000942 1161.658569:0.000270 3312.877930:0.000029 
107.560974:0.000097 150.585373:0.000117 258.146332:0.000140 387.219513:0.000809 473.268280:0.001094 537.804871:0.003550 623.853638:0.000322 666.878052:0.000490 752.926819:0.000405 817.463440:0.000335 903.512207:0.000697 946.536560:0.000957 989.560974:0.000729 1032.585327:0.000935 1097.121948:0.000724 1161.658569:0.000225 
279.658539:0.000046 387.219513:0.000781 516.292664:0.002728 645.365845:0.000310 752.926819:0.000331 817.463440:0.000203 903.512207:0.000500 968.048767:0.000889 1054.097534:0.000652 1204.682983:0.000045 1247.707275:0.000019 3076.243896:0.000013 3205.317139:0.000013 7034.487793:0.000014 7873.463379:0.000013 9658.975586:0.000016 
301.170746:0.000055 387.219513:0.000704 516.292664:0.002114 580.829285:0.000821 645.365845:0.000415 752.926819:0.000275 817.463440:0.000200 860.487793:0.000194 968.048767:0.000847 1054.097534:0.000380 1097.121948:0.000439 3183.804932:0.000013 6948.438965:0.000013 7034.487793:0.000014 7873.463379:0.000012 9658.975586:0.000013 
301.170746:0.000067 408.731720:0.000501 516.292664:0.001469 580.829285:0.000894 752.926819:0.000233 817.463440:0.000170 925.024414:0.000558 989.560974:0.000798 1097.121948:0.000233 3183.804932:0.000014 3312.877930:0.000012 4431.512207:0.000012 6948.438965:0.000012 7034.487793:0.000013 7486.244141:0.000012 7873.463379:0.000012 
344.195129:0.000222 451.756104:0.000897 516.292664:0.000988 580.829285:0.000966 752.926819:0.000185 795.951233:0.000158 838.975586:0.000181 925.024414:0.000392 989.560974:0.000733 1118.634155:0.000190 3183.804932:0.000013 3312.877930:0.000013 4431.512207:0.000011 7701.365723:0.000010 7873.463379:0.000012 9508.390625:0.000011 
258.146332:0.000016 344.195129:0.000219 408.731720:0.000478 451.756104:0.000648 516.292664:0.000671 580.829285:0.001121 645.365845:0.000259 709.902466:0.000099 752.926819:0.000143 795.951233:0.000154 838.975586:0.000174 882.000000:0.000250 989.560974:0.000552 1054.097534:0.000330 1118.634155:0.000136 7851.951172:0.000013 
258.146332:0.000011 344.195129:0.000174 408.731720:0.000325 451.756104:0.000423 516.292664:0.000503 580.829285:0.001114 645.365845:0.000175 752.926819:0.000125 795.951233:0.000136 838.975586:0.000163 882.000000:0.000239 989.560974:0.000358 1054.097534:0.000282 1118.634155:0.000099 1183.170776:0.000015 7851.951172:0.000014 
344.195129:0.000125 387.219513:0.000186 451.756104:0.000401 516.292664:0.000423 580.829285:0.000959 688.390259:0.000085 752.926819:0.000136 817.463440:0.000150 903.512207:0.000254 1011.073181:0.000232 1054.097534:0.000202 1118.634155:0.000070 1247.707275:0.000012 7851.951172:0.000013 9615.951172:0.000010 9723.511719:0.000011 
344.195129:0.000068 387.219513:0.000110 451.756104:0.000463 580.829285:0.000703 688.390259:0.000071 752.926819:0.000134 817.463440:0.000128 903.512207:0.000250 1011.073181:0.000186 1054.097534:0.000181 1140.146362:0.000054 1226.195068:0.000016 1570.390259:0.000013 1764.000000:0.000014 2194.243896:0.000012 9615.951172:0.000013 
322.682922:0.000066 451.756104:0.000442 559.317078:0.000462 666.878052:0.000096 774.439026:0.000104 817.463440:0.000091 903.512207:0.000176 989.560974:0.000198 1054.097534:0.000159 1140.146362:0.000061 1226.195068:0.000026 1505.853638:0.000017 1591.902466:0.000020 1634.926880:0.000020 1699.463379:0.000018 1764.000000:0.000020 
322.682922:0.000077 473.268280:0.000448 537.804871:0.000310 602.341492:0.000196 666.878052:0.000148 774.439026:0.000091 838.975586:0.000044 882.000000:0.000110 946.536560:0.000188 1054.097534:0.000139 1097.121948:0.000093 1140.146362:0.000098 1226.195068:0.000036 1591.902466:0.000032 1634.926880:0.000030 1764.000000:0.000027 
301.170746:0.000119 408.731720:0.000166 473.268280:0.000426 602.341492:0.000189 666.878052:0.000171 795.951233:0.000082 882.000000:0.000137 946.536560:0.000174 989.560974:0.000141 1032.585327:0.000136 1140.146362:0.000134 1204.682983:0.000051 1570.390259:0.000042 1634.926880:0.000037 1764.000000:0.000038 1957.609741:0.000029 
301.170746:0.000159 365.707306:0.000091 408.731720:0.000129 473.268280:0.000375 602.341492:0.000163 645.365845:0.000192 731.414612:0.000067 774.439026:0.000076 903.512207:0.000150 989.560974:0.000114 1032.585327:0.000134 1140.146362:0.000154 1204.682983:0.000059 1570.390259:0.000064 1764.000000:0.000055 1979.121948:0.000038 
279.658539:0.000192 365.707306:0.000136 473.268280:0.000320 580.829285:0.000204 645.365845:0.000204 731.414612:0.000100 774.439026:0.000088 838.975586:0.000048 903.512207:0.000172 1011.073181:0.000145 1140.146362:0.000150 1204.682983:0.000054 1570.390259:0.000078 1764.000000:0.000068 1979.121948:0.000040 2043.658569:0.000047 
279.658539:0.000197 365.707306:0.000189 473.268280:0.000260 580.829285:0.000206 645.365845:0.000157 731.414612:0.000126 838.975586:0.000049 903.512207:0.000156 989.560974:0.000137 1075.609741:0.000069 1140.146362:0.000123 1226.195068:0.000052 1548.878052:0.000075 1764.000000:0.000068 1914.585327:0.000042 2043.658569:0.000063 
279.658539:0.000178 387.219513:0.000226 473.268280:0.000173 602.341492:0.000189 666.878052:0.000101 731.414612:0.000148 903.512207:0.000136 989.560974:0.000155 1054.097534:0.000079 1140.146362:0.000084 1226.195068:0.000052 1548.878052:0.000074 1591.902466:0.000083 1764.000000:0.000062 1914.585327:0.000054 2043.658569:0.000075 
279.658539:0.000146 387.219513:0.000219 451.756104:0.000159 494.780487:0.000141 559.317078:0.000121 623.853638:0.000191 666.878052:0.000093 731.414612:0.000155 903.512207:0.000119 989.560974:0.000131 1054.097534:0.000088 1118.634155:0.000088 1548.878052:0.000067 1591.902466:0.000100 1764.000000:0.000062 2043.658569:0.000076 
301.170746:0.000097 344.195129:0.000161 408.731720:0.000236 516.292664:0.000213 559.317078:0.000159 623.853638:0.000163 731.414612:0.000137 838.975586:0.000069 903.512207:0.000100 968.048767:0.000110 1054.097534:0.000081 1118.634155:0.000084 1591.902466:0.000111 1764.000000:0.000069 1914.585327:0.000049 2043.658569:0.000062 
236.634140:0.000075 301.170746:0.000085 344.195129:0.000176 408.731720:0.000224 516.292664:0.000240 559.317078:0.000234 645.365845:0.000144 731.414612:0.000108 838.975586:0.000068 903.512207:0.000073 968.048767:0.000087 1011.073181:0.000077 1054.097534:0.000080 1118.634155:0.000074 1591.902466:0.000107 1764.000000:0.000076 
236.634140:0.000071 344.195129:0.000184 408.731720:0.000174 559.317078:0.000292 623.853638:0.000125 709.902466:0.000089 817.463440:0.000056 882.000000:0.000073 968.048767:0.000076 1011.073181:0.000066 1054.097534:0.000075 1118.634155:0.000063 1591.902466:0.000080 1764.000000:0.000078 1936.097534:0.000062 2000.634155:0.000057 
236.634140:0.000051 344.195129:0.000190 408.731720:0.000116 559.317078:0.000281 709.902466:0.000069 882.000000:0.000056 989.560974:0.000076 1054.097534:0.000068 1118.634155:0.000049 1183.170776:0.000047 1505.853638:0.000049 1613.414673:0.000047 1699.463379:0.000050 1764.000000:0.000071 1936.097534:0.000053 2000.634155:0.000052 
236.634140:0.000033 279.658539:0.000047 344.195129:0.000170 408.731720:0.000072 580.829285:0.000229 709.902466:0.000045 774.439026:0.000032 882.000000:0.000033 989.560974:0.000074 1054.097534:0.000054 1183.170776:0.000037 1505.853638:0.000039 1699.463379:0.000042 1764.000000:0.000057 1936.097534:0.000038 2022.146362:0.000041 
